order_id,supplier_id,supplier_name,category,country,order_date,promised_delivery_days,actual_delivery_days,on_time_delivery,quantity_ordered,unit_price_eur,order_value_eur,quality_pass,defect_rate,invoice_accuracy
ORD01378,SUP014,PharmaSupplier N,Specialty Pharma,Denmark,2024-12-11,16,16,1,130,24.64,3203.2,0,0.0755,1
ORD01379,SUP029,PharmaSupplier C1,Prescription Drugs,Italy,2024-11-20,17,17,1,4838,36.0,174168.0,1,0.0044,0
ORD01380,SUP001,PharmaSupplier A,Medical Devices,Germany,2024-08-03,20,20,1,3192,19.81,63233.52,1,0.0042,1
ORD01381,SUP027,PharmaSupplier A1,Specialty Pharma,Italy,2024-12-13,21,27,0,3080,14.13,43520.4,1,0.0179,1
ORD01382,SUP002,PharmaSupplier B,Specialty Pharma,Denmark,2024-03-04,18,18,1,3835,3.68,14112.8,1,0.007,1
ORD01383,SUP040,PharmaSupplier N1,OTC Medication,Germany,2024-08-06,19,25,0,1028,31.49,32371.72,0,0.0367,1
ORD01384,SUP029,PharmaSupplier C1,Prescription Drugs,Italy,2024-10-10,8,8,1,3225,17.63,56856.75,1,0.0132,1
ORD01385,SUP008,PharmaSupplier H,Prescription Drugs,Italy,2024-11-20,12,12,1,912,9.07,8271.84,0,0.0645,1
ORD01386,SUP012,PharmaSupplier L,OTC Medication,Switzerland,2024-11-28,3,3,1,3469,30.14,104555.66,1,0.015,1
ORD01387,SUP021,PharmaSupplier U,Specialty Pharma,France,2024-10-05,6,6,1,4223,8.56,36148.88,1,0.0007,1
ORD01388,SUP009,PharmaSupplier I,Medical Devices,Italy,2024-08-03,9,9,1,3824,40.21,153763.04,1,0.0023,1
ORD01389,SUP036,PharmaSupplier J1,OTC Medication,France,2024-03-04,14,22,0,3482,149.48,520489.36,0,0.0516,1
ORD01390,SUP013,PharmaSupplier M,Specialty Pharma,Netherlands,2024-07-21,3,16,0,1934,71.91,139073.94,1,0.0054,1
ORD01391,SUP040,PharmaSupplier N1,OTC Medication,Germany,2024-06-06,16,16,1,134,24.54,3288.36,1,0.0083,1
ORD01392,SUP018,PharmaSupplier R,Specialty Pharma,Denmark,2024-03-19,14,23,0,2700,4.85,13095.0,1,0.0192,0
ORD01393,SUP021,PharmaSupplier U,Specialty Pharma,France,2024-05-03,20,24,0,3322,28.0,93016.0,1,0.016,1
ORD01394,SUP010,PharmaSupplier J,Medical Devices,Netherlands,2024-03-06,15,18,0,3402,182.01,619198.02,0,0.0414,1
ORD01395,SUP009,PharmaSupplier I,Medical Devices,Italy,2024-02-20,7,7,1,4826,23.49,113362.74,1,0.0169,1
ORD01396,SUP011,PharmaSupplier K,Medical Devices,France,2024-05-13,20,20,1,2741,10.15,27821.15,1,0.0019,1
ORD01397,SUP040,PharmaSupplier N1,OTC Medication,Germany,2024-11-17,21,21,1,4553,11.53,52496.09,1,0.0016,1
ORD01398,SUP017,PharmaSupplier Q,Vaccines,France,2024-03-07,17,17,1,3033,3.67,11131.11,1,0.0131,1
ORD01399,SUP039,PharmaSupplier M1,Prescription Drugs,Denmark,2024-04-09,20,20,1,3197,39.45,126121.65,1,0.0132,1
ORD01400,SUP032,PharmaSupplier F1,Medical Devices,France,2024-03-14,3,3,1,4846,29.82,144507.72,1,0.0022,0
ORD01401,SUP026,PharmaSupplier Z,Specialty Pharma,Italy,2024-03-03,6,6,1,2246,70.83,159084.18,1,0.0019,1
ORD01402,SUP001,PharmaSupplier A,Medical Devices,Germany,2024-07-04,9,9,1,4122,7.06,29101.32,1,0.0083,1
ORD01403,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-11-16,5,5,1,3539,30.41,107620.99,1,0.0063,1
ORD01404,SUP036,PharmaSupplier J1,OTC Medication,France,2024-03-23,8,8,1,1563,30.34,47421.42,1,0.0126,1
ORD01405,SUP007,PharmaSupplier G,Medical Devices,Switzerland,2024-03-01,13,21,0,4576,4.59,21003.84,1,0.0104,1
ORD01406,SUP018,PharmaSupplier R,Specialty Pharma,Denmark,2024-03-03,9,9,1,4490,41.07,184404.3,1,0.0102,1
ORD01407,SUP005,PharmaSupplier E,Prescription Drugs,Belgium,2024-07-05,6,7,0,2783,5.32,14805.56,1,0.0017,1
ORD01408,SUP002,PharmaSupplier B,Specialty Pharma,Denmark,2024-03-05,11,11,1,1732,10.65,18445.8,0,0.0279,1
ORD01409,SUP005,PharmaSupplier E,Prescription Drugs,Belgium,2024-05-30,17,17,1,4161,178.96,744652.56,1,0.0189,0
ORD01410,SUP033,PharmaSupplier G1,Prescription Drugs,Netherlands,2024-05-08,8,8,1,2402,14.17,34036.34,0,0.0082,1
ORD01411,SUP029,PharmaSupplier C1,Prescription Drugs,Italy,2024-10-27,12,12,1,1786,8.86,15823.96,0,0.039,1
ORD01412,SUP010,PharmaSupplier J,Medical Devices,Netherlands,2024-08-04,11,21,0,981,8.46,8299.26,1,0.0086,1
ORD01413,SUP036,PharmaSupplier J1,OTC Medication,France,2024-07-10,5,5,1,376,15.16,5700.16,0,0.0202,1
ORD01414,SUP019,PharmaSupplier S,Medical Devices,France,2024-11-05,19,19,1,345,119.91,41368.95,1,0.0162,1
ORD01415,SUP031,PharmaSupplier E1,Medical Devices,Netherlands,2024-04-05,14,14,1,1862,6.58,12251.96,1,0.0074,1
ORD01416,SUP035,PharmaSupplier I1,Medical Devices,Belgium,2024-03-03,3,3,1,189,17.68,3341.52,1,0.0043,1
ORD01417,SUP029,PharmaSupplier C1,Prescription Drugs,Italy,2024-06-13,10,10,1,3258,42.14,137292.12,1,0.0042,1
ORD01418,SUP015,PharmaSupplier O,Prescription Drugs,Belgium,2024-10-14,11,11,1,712,30.1,21431.2,1,0.0129,1
ORD01419,SUP023,PharmaSupplier W,Specialty Pharma,Germany,2024-08-10,13,13,1,1723,38.29,65973.67,1,0.0161,1
ORD01420,SUP012,PharmaSupplier L,OTC Medication,Switzerland,2024-05-20,16,16,1,3809,8.69,33100.21,1,0.0065,1
ORD01421,SUP027,PharmaSupplier A1,Specialty Pharma,Italy,2024-10-22,3,3,1,4816,44.72,215371.52,0,0.0729,1
ORD01422,SUP024,PharmaSupplier X,OTC Medication,France,2024-07-25,4,13,0,420,23.5,9870.0,1,0.0003,1
ORD01423,SUP005,PharmaSupplier E,Prescription Drugs,Belgium,2024-07-31,12,12,1,2932,12.44,36474.08,1,0.0111,1
ORD01424,SUP027,PharmaSupplier A1,Specialty Pharma,Italy,2024-11-09,4,4,1,3823,31.92,122030.16,1,0.0128,1
ORD01425,SUP029,PharmaSupplier C1,Prescription Drugs,Italy,2024-07-10,6,6,1,491,22.32,10959.12,0,0.0111,0
ORD01426,SUP027,PharmaSupplier A1,Specialty Pharma,Italy,2024-12-18,16,16,1,821,7.41,6083.61,1,0.018,1
ORD01427,SUP035,PharmaSupplier I1,Medical Devices,Belgium,2024-10-02,3,3,1,530,41.41,21947.3,1,0.0157,1
ORD01428,SUP024,PharmaSupplier X,OTC Medication,France,2024-06-04,5,5,1,3209,144.2,462737.8,1,0.0034,1
ORD01429,SUP025,PharmaSupplier Y,OTC Medication,Belgium,2024-08-23,6,6,1,1312,22.72,29808.64,1,0.0178,0
ORD01430,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-07-30,17,17,1,4374,1.85,8091.9,1,0.0116,1
ORD01431,SUP004,PharmaSupplier D,Specialty Pharma,Denmark,2024-05-23,13,13,1,4054,6.91,28013.14,1,0.0053,1
ORD01432,SUP031,PharmaSupplier E1,Medical Devices,Netherlands,2024-02-12,14,14,1,2085,12.62,26312.7,1,0.0147,1
ORD01433,SUP017,PharmaSupplier Q,Vaccines,France,2024-02-09,5,6,0,1840,57.36,105542.4,1,0.0043,1
ORD01434,SUP025,PharmaSupplier Y,OTC Medication,Belgium,2024-04-06,18,18,1,1809,21.68,39219.12,1,0.0152,1
ORD01435,SUP038,PharmaSupplier L1,Vaccines,Switzerland,2024-06-09,12,12,1,1361,20.96,28526.56,1,0.0021,1
ORD01436,SUP013,PharmaSupplier M,Specialty Pharma,Netherlands,2024-07-05,15,29,0,4306,20.69,89091.14,1,0.008,1
ORD01437,SUP031,PharmaSupplier E1,Medical Devices,Netherlands,2024-08-04,8,8,1,4828,19.16,92504.48,1,0.0029,1
ORD01438,SUP023,PharmaSupplier W,Specialty Pharma,Germany,2024-02-26,10,10,1,3875,6.53,25303.75,1,0.0006,1
ORD01439,SUP019,PharmaSupplier S,Medical Devices,France,2024-08-19,14,14,1,4608,21.71,100039.68,1,0.0086,1
ORD01440,SUP011,PharmaSupplier K,Medical Devices,France,2024-09-14,16,16,1,535,70.81,37883.35,1,0.0074,1
ORD01441,SUP032,PharmaSupplier F1,Medical Devices,France,2024-07-14,16,16,1,1651,47.32,78125.32,1,0.0119,1
ORD01442,SUP021,PharmaSupplier U,Specialty Pharma,France,2024-09-09,19,19,1,508,8.32,4226.56,1,0.0192,1
ORD01443,SUP037,PharmaSupplier K1,Vaccines,France,2024-01-28,4,4,1,2055,5.94,12206.7,1,0.002,1
ORD01444,SUP018,PharmaSupplier R,Specialty Pharma,Denmark,2024-11-13,15,15,1,929,44.9,41712.1,1,0.0165,1
ORD01445,SUP031,PharmaSupplier E1,Medical Devices,Netherlands,2024-09-10,9,9,1,1767,25.37,44828.79,1,0.0058,1
ORD01446,SUP005,PharmaSupplier E,Prescription Drugs,Belgium,2024-01-02,6,6,1,4005,56.93,228004.65,1,0.0171,1
ORD01447,SUP023,PharmaSupplier W,Specialty Pharma,Germany,2024-03-28,13,13,1,1465,13.09,19176.85,1,0.018,1
ORD01448,SUP028,PharmaSupplier B1,Medical Devices,Germany,2024-01-07,18,18,1,270,50.66,13678.2,1,0.0053,1
ORD01449,SUP010,PharmaSupplier J,Medical Devices,Netherlands,2024-12-13,3,3,1,3981,59.64,237426.84,1,0.0098,1
ORD01450,SUP029,PharmaSupplier C1,Prescription Drugs,Italy,2024-02-26,4,14,0,2481,56.93,141243.33,0,0.042,1
ORD01451,SUP008,PharmaSupplier H,Prescription Drugs,Italy,2024-03-16,6,6,1,2849,40.75,116096.75,1,0.0147,0
ORD01452,SUP011,PharmaSupplier K,Medical Devices,France,2024-05-11,18,18,1,3858,19.76,76234.08,1,0.0071,1
ORD01453,SUP028,PharmaSupplier B1,Medical Devices,Germany,2024-09-22,18,18,1,4354,3.33,14498.82,1,0.0004,0
ORD01454,SUP003,PharmaSupplier C,OTC Medication,Germany,2024-04-22,7,7,1,353,18.06,6375.18,1,0.0148,0
ORD01455,SUP018,PharmaSupplier R,Specialty Pharma,Denmark,2024-07-03,9,13,0,3194,7.88,25168.72,1,0.0193,1
ORD01456,SUP027,PharmaSupplier A1,Specialty Pharma,Italy,2024-12-13,20,28,0,4416,69.49,306867.84,1,0.0182,1
ORD01457,SUP022,PharmaSupplier V,Specialty Pharma,France,2024-06-18,15,15,1,2363,37.97,89723.11,1,0.0008,1
ORD01458,SUP024,PharmaSupplier X,OTC Medication,France,2024-06-24,6,6,1,3827,95.76,366473.52,1,0.0159,1
ORD01459,SUP017,PharmaSupplier Q,Vaccines,France,2024-02-26,3,3,1,1305,5.1,6655.5,1,0.003,0
ORD01460,SUP003,PharmaSupplier C,OTC Medication,Germany,2024-11-15,20,25,0,4088,25.92,105960.96,1,0.016,1
ORD01461,SUP019,PharmaSupplier S,Medical Devices,France,2024-01-21,9,9,1,4958,33.9,168076.2,1,0.0098,1
ORD01462,SUP039,PharmaSupplier M1,Prescription Drugs,Denmark,2024-06-29,3,3,1,1228,55.42,68055.76,1,0.0057,1
ORD01463,SUP037,PharmaSupplier K1,Vaccines,France,2024-12-06,20,20,1,804,6.82,5483.28,0,0.0114,1
ORD01464,SUP012,PharmaSupplier L,OTC Medication,Switzerland,2024-08-09,21,26,0,1892,25.4,48056.8,1,0.0187,1
ORD01465,SUP032,PharmaSupplier F1,Medical Devices,France,2024-12-13,15,15,1,903,23.95,21626.85,0,0.0736,1
ORD01466,SUP021,PharmaSupplier U,Specialty Pharma,France,2024-03-29,21,21,1,2741,54.24,148671.84,1,0.0028,1
ORD01467,SUP028,PharmaSupplier B1,Medical Devices,Germany,2024-05-08,7,7,1,1734,27.75,48118.5,1,0.0017,1
ORD01468,SUP038,PharmaSupplier L1,Vaccines,Switzerland,2024-11-17,17,17,1,3179,37.89,120452.31,1,0.0167,1
ORD01469,SUP024,PharmaSupplier X,OTC Medication,France,2024-09-26,17,26,0,3029,30.28,91718.12,1,0.0086,1
ORD01470,SUP007,PharmaSupplier G,Medical Devices,Switzerland,2024-07-29,17,17,1,4678,44.45,207937.1,1,0.0153,1
ORD01471,SUP017,PharmaSupplier Q,Vaccines,France,2024-03-12,12,22,0,4295,47.7,204871.5,1,0.0124,1
ORD01472,SUP027,PharmaSupplier A1,Specialty Pharma,Italy,2024-05-30,4,4,1,3316,25.13,83331.08,1,0.0134,1
ORD01473,SUP040,PharmaSupplier N1,OTC Medication,Germany,2024-09-22,17,17,1,793,18.8,14908.4,1,0.0166,1
ORD01474,SUP008,PharmaSupplier H,Prescription Drugs,Italy,2024-06-19,6,6,1,4732,39.74,188049.68,1,0.0066,1
ORD01475,SUP035,PharmaSupplier I1,Medical Devices,Belgium,2024-10-26,19,19,1,534,14.58,7785.72,1,0.0103,1
ORD01476,SUP019,PharmaSupplier S,Medical Devices,France,2024-09-10,7,7,1,1367,17.18,23485.06,1,0.0062,0
ORD01477,SUP001,PharmaSupplier A,Medical Devices,Germany,2024-01-04,18,18,1,1744,41.64,72620.16,1,0.0,1
ORD01478,SUP023,PharmaSupplier W,Specialty Pharma,Germany,2024-03-02,19,19,1,1773,7.57,13421.61,1,0.0005,1
ORD01479,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-07-19,4,9,0,3414,96.76,330338.64,1,0.0037,1
ORD01480,SUP001,PharmaSupplier A,Medical Devices,Germany,2024-10-06,11,11,1,3697,16.71,61776.87,1,0.0123,1
ORD01481,SUP009,PharmaSupplier I,Medical Devices,Italy,2024-11-21,3,3,1,2071,22.07,45706.97,1,0.0148,1
ORD01482,SUP034,PharmaSupplier H1,Prescription Drugs,Germany,2024-08-31,18,18,1,919,18.94,17405.86,0,0.0394,1
ORD01483,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-07-19,15,15,1,979,220.17,215546.43,1,0.0163,1
ORD01484,SUP007,PharmaSupplier G,Medical Devices,Switzerland,2024-05-25,17,17,1,3290,39.02,128375.8,1,0.0061,1
ORD01485,SUP016,PharmaSupplier P,Medical Devices,France,2024-12-02,17,17,1,3005,35.85,107729.25,0,0.0374,1
ORD01486,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-05-21,3,9,0,4201,7.32,30751.32,1,0.0101,1
ORD01487,SUP026,PharmaSupplier Z,Specialty Pharma,Italy,2024-12-27,19,19,1,614,24.27,14901.78,1,0.003,1
ORD01488,SUP031,PharmaSupplier E1,Medical Devices,Netherlands,2024-10-15,13,13,1,1247,5.69,7095.43,1,0.0153,1
ORD01489,SUP020,PharmaSupplier T,Prescription Drugs,Germany,2024-07-20,5,16,0,4062,18.83,76487.46,1,0.0094,1
ORD01490,SUP013,PharmaSupplier M,Specialty Pharma,Netherlands,2024-10-21,19,19,1,4404,49.57,218306.28,1,0.014,1
ORD01491,SUP004,PharmaSupplier D,Specialty Pharma,Denmark,2024-10-24,14,14,1,3407,43.39,147829.73,1,0.0006,1
ORD01492,SUP028,PharmaSupplier B1,Medical Devices,Germany,2024-04-28,6,6,1,4191,21.98,92118.18,0,0.0381,1
ORD01493,SUP034,PharmaSupplier H1,Prescription Drugs,Germany,2024-05-01,6,9,0,3246,39.88,129450.48,1,0.0084,1
ORD01494,SUP026,PharmaSupplier Z,Specialty Pharma,Italy,2024-11-09,11,11,1,697,22.95,15996.15,1,0.0075,1
ORD01495,SUP021,PharmaSupplier U,Specialty Pharma,France,2024-01-16,8,8,1,3782,20.82,78741.24,1,0.0198,1
ORD01496,SUP009,PharmaSupplier I,Medical Devices,Italy,2024-04-12,9,9,1,3684,14.05,51760.2,1,0.0045,1
ORD01497,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-08-10,19,19,1,1675,44.76,74973.0,1,0.0005,0
ORD01498,SUP003,PharmaSupplier C,OTC Medication,Germany,2024-02-19,9,9,1,1251,12.5,15637.5,0,0.0288,1
ORD01499,SUP023,PharmaSupplier W,Specialty Pharma,Germany,2024-10-06,5,5,1,4426,36.42,161194.92,1,0.0166,1
ORD01500,SUP018,PharmaSupplier R,Specialty Pharma,Denmark,2024-08-30,19,19,1,4676,23.7,110821.2,0,0.0641,1
ORD01501,SUP008,PharmaSupplier H,Prescription Drugs,Italy,2024-11-16,15,15,1,4762,23.11,110049.82,1,0.0156,1
ORD01502,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-03-01,18,18,1,4528,19.28,87299.84,1,0.0045,0
ORD01503,SUP020,PharmaSupplier T,Prescription Drugs,Germany,2024-05-08,15,17,0,1393,24.14,33627.02,0,0.006,1
ORD01504,SUP037,PharmaSupplier K1,Vaccines,France,2024-09-22,19,19,1,564,145.38,81994.32,1,0.0178,1
ORD01505,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-05-14,3,3,1,3552,36.24,128724.48,1,0.0067,1
ORD01506,SUP003,PharmaSupplier C,OTC Medication,Germany,2024-03-12,9,9,1,2800,9.04,25312.0,0,0.0531,1
ORD01507,SUP014,PharmaSupplier N,Specialty Pharma,Denmark,2024-04-30,18,18,1,4719,26.51,125100.69,0,0.0562,1
ORD01508,SUP032,PharmaSupplier F1,Medical Devices,France,2024-01-19,14,21,0,5000,14.39,71950.0,1,0.0186,1
ORD01509,SUP017,PharmaSupplier Q,Vaccines,France,2024-09-02,7,7,1,441,5.27,2324.07,1,0.0099,1
ORD01510,SUP029,PharmaSupplier C1,Prescription Drugs,Italy,2024-06-28,16,16,1,1965,31.62,62133.3,1,0.0011,1
ORD01511,SUP008,PharmaSupplier H,Prescription Drugs,Italy,2024-04-10,20,20,1,3207,91.85,294562.95,1,0.0148,1
ORD01512,SUP025,PharmaSupplier Y,OTC Medication,Belgium,2024-01-27,15,15,1,1125,20.99,23613.75,1,0.0085,1
ORD01513,SUP026,PharmaSupplier Z,Specialty Pharma,Italy,2024-08-12,6,6,1,3112,74.73,232559.76,1,0.0069,1
ORD01514,SUP026,PharmaSupplier Z,Specialty Pharma,Italy,2024-05-01,10,10,1,182,14.25,2593.5,1,0.0149,1
ORD01515,SUP005,PharmaSupplier E,Prescription Drugs,Belgium,2024-10-01,21,21,1,222,32.53,7221.66,0,0.02,1
ORD01516,SUP024,PharmaSupplier X,OTC Medication,France,2024-01-30,7,7,1,2415,8.21,19827.15,1,0.007,1
ORD01517,SUP009,PharmaSupplier I,Medical Devices,Italy,2024-05-05,12,12,1,3358,53.6,179988.8,1,0.0024,1
ORD01518,SUP031,PharmaSupplier E1,Medical Devices,Netherlands,2024-05-08,20,20,1,3024,5.92,17902.08,1,0.0172,1
ORD01519,SUP029,PharmaSupplier C1,Prescription Drugs,Italy,2024-06-03,14,19,0,2100,28.39,59619.0,1,0.0054,1
ORD01520,SUP021,PharmaSupplier U,Specialty Pharma,France,2024-09-14,6,6,1,3465,34.74,120374.1,1,0.0124,1
ORD01521,SUP026,PharmaSupplier Z,Specialty Pharma,Italy,2024-04-14,7,7,1,4367,45.6,199135.2,1,0.0148,1
ORD01522,SUP020,PharmaSupplier T,Prescription Drugs,Germany,2024-07-09,7,7,1,2025,69.24,140211.0,0,0.052,1
ORD01523,SUP010,PharmaSupplier J,Medical Devices,Netherlands,2024-02-28,3,3,1,376,47.1,17709.6,1,0.0118,1
ORD01524,SUP022,PharmaSupplier V,Specialty Pharma,France,2024-02-13,4,4,1,3245,11.59,37609.55,1,0.0173,1
ORD01525,SUP010,PharmaSupplier J,Medical Devices,Netherlands,2024-01-23,10,10,1,1610,10.32,16615.2,0,0.0426,1
ORD01526,SUP032,PharmaSupplier F1,Medical Devices,France,2024-01-17,20,20,1,312,20.06,6258.72,0,0.0604,1
ORD01527,SUP034,PharmaSupplier H1,Prescription Drugs,Germany,2024-05-14,21,21,1,324,21.96,7115.04,1,0.0166,1
ORD01528,SUP040,PharmaSupplier N1,OTC Medication,Germany,2024-08-06,4,4,1,4632,12.63,58502.16,1,0.0144,1
ORD01529,SUP028,PharmaSupplier B1,Medical Devices,Germany,2024-09-30,17,17,1,4755,51.81,246356.55,1,0.0052,0
ORD01530,SUP036,PharmaSupplier J1,OTC Medication,France,2024-08-27,10,10,1,224,33.8,7571.2,1,0.0137,1
ORD01531,SUP024,PharmaSupplier X,OTC Medication,France,2024-05-07,20,20,1,4778,56.7,270912.6,1,0.0123,1
ORD01532,SUP018,PharmaSupplier R,Specialty Pharma,Denmark,2024-12-03,11,24,0,201,2.26,454.26,1,0.0114,1
ORD01533,SUP014,PharmaSupplier N,Specialty Pharma,Denmark,2024-05-15,8,8,1,241,63.97,15416.77,1,0.0093,0
ORD01534,SUP009,PharmaSupplier I,Medical Devices,Italy,2024-09-02,20,20,1,579,18.24,10560.96,1,0.0016,1
ORD01535,SUP009,PharmaSupplier I,Medical Devices,Italy,2024-10-09,13,21,0,1572,2.94,4621.68,1,0.0157,1
ORD01536,SUP039,PharmaSupplier M1,Prescription Drugs,Denmark,2024-09-10,7,7,1,1529,54.48,83299.92,1,0.0124,1
ORD01537,SUP028,PharmaSupplier B1,Medical Devices,Germany,2024-02-28,4,4,1,4251,8.97,38131.47,0,0.0464,1
ORD01538,SUP003,PharmaSupplier C,OTC Medication,Germany,2024-04-26,4,9,0,2208,77.19,170435.52,1,0.0169,1
ORD01539,SUP014,PharmaSupplier N,Specialty Pharma,Denmark,2024-10-03,4,4,1,2964,13.7,40606.8,1,0.0101,1
ORD01540,SUP024,PharmaSupplier X,OTC Medication,France,2024-02-09,10,10,1,4772,24.59,117343.48,1,0.0165,1
ORD01541,SUP021,PharmaSupplier U,Specialty Pharma,France,2024-11-24,16,16,1,1272,14.26,18138.72,1,0.0121,1
ORD01542,SUP032,PharmaSupplier F1,Medical Devices,France,2024-07-27,14,14,1,2508,71.75,179949.0,1,0.0032,1
ORD01543,SUP025,PharmaSupplier Y,OTC Medication,Belgium,2024-03-17,21,21,1,1832,92.28,169056.96,1,0.0102,1
ORD01544,SUP026,PharmaSupplier Z,Specialty Pharma,Italy,2024-09-17,21,21,1,1860,30.07,55930.2,1,0.0117,1
ORD01545,SUP004,PharmaSupplier D,Specialty Pharma,Denmark,2024-03-17,15,15,1,742,36.72,27246.24,0,0.0767,0
ORD01546,SUP034,PharmaSupplier H1,Prescription Drugs,Germany,2024-10-16,19,30,0,4591,16.27,74695.57,1,0.0108,1
ORD01547,SUP035,PharmaSupplier I1,Medical Devices,Belgium,2024-09-27,4,4,1,4396,107.54,472745.84,1,0.0063,1
ORD01548,SUP014,PharmaSupplier N,Specialty Pharma,Denmark,2024-10-21,12,18,0,2091,31.59,66054.69,0,0.0782,1
ORD01549,SUP007,PharmaSupplier G,Medical Devices,Switzerland,2024-06-10,6,6,1,3745,48.32,180958.4,1,0.0176,1
ORD01550,SUP006,PharmaSupplier F,OTC Medication,Netherlands,2024-06-29,20,20,1,3067,27.07,83023.69,1,0.0121,1
ORD01551,SUP038,PharmaSupplier L1,Vaccines,Switzerland,2024-08-02,10,10,1,1126,25.54,28758.04,0,0.0196,1
ORD01552,SUP002,PharmaSupplier B,Specialty Pharma,Denmark,2024-12-11,21,21,1,2232,75.77,169118.64,1,0.0068,1
ORD01553,SUP022,PharmaSupplier V,Specialty Pharma,France,2024-07-28,16,16,1,1315,38.17,50193.55,1,0.0127,1
ORD01554,SUP022,PharmaSupplier V,Specialty Pharma,France,2024-04-02,17,17,1,1089,12.15,13231.35,1,0.0153,1
ORD01555,SUP019,PharmaSupplier S,Medical Devices,France,2024-08-28,6,6,1,379,14.76,5594.04,1,0.0005,1
ORD01556,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-02-07,7,7,1,4436,26.73,118574.28,1,0.0181,1
ORD01557,SUP023,PharmaSupplier W,Specialty Pharma,Germany,2024-07-24,20,20,1,2503,14.51,36318.53,1,0.0179,1
ORD01558,SUP039,PharmaSupplier M1,Prescription Drugs,Denmark,2024-10-29,6,7,0,704,42.86,30173.44,1,0.0071,1
ORD01559,SUP025,PharmaSupplier Y,OTC Medication,Belgium,2024-07-28,17,17,1,3669,13.34,48944.46,1,0.0095,1
ORD01560,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-04-03,21,30,0,786,12.33,9691.38,1,0.0002,1
ORD01561,SUP017,PharmaSupplier Q,Vaccines,France,2024-12-11,17,17,1,3692,50.07,184858.44,1,0.0145,1
ORD01562,SUP014,PharmaSupplier N,Specialty Pharma,Denmark,2024-02-19,10,10,1,2894,14.73,42628.62,1,0.0104,1
ORD01563,SUP002,PharmaSupplier B,Specialty Pharma,Denmark,2024-09-17,16,16,1,3246,32.33,104943.18,1,0.0036,1
ORD01564,SUP038,PharmaSupplier L1,Vaccines,Switzerland,2024-04-17,16,16,1,4811,129.67,623842.37,0,0.0251,1
ORD01565,SUP016,PharmaSupplier P,Medical Devices,France,2024-03-25,6,6,1,4086,31.33,128014.38,1,0.0177,1
ORD01566,SUP034,PharmaSupplier H1,Prescription Drugs,Germany,2024-05-12,6,17,0,2382,31.56,75175.92,1,0.0041,1
ORD01567,SUP026,PharmaSupplier Z,Specialty Pharma,Italy,2024-03-27,3,3,1,425,49.85,21186.25,0,0.0432,1
ORD01568,SUP026,PharmaSupplier Z,Specialty Pharma,Italy,2024-01-04,18,18,1,311,12.4,3856.4,1,0.0056,0
ORD01569,SUP033,PharmaSupplier G1,Prescription Drugs,Netherlands,2024-08-06,17,17,1,3817,95.44,364294.48,1,0.0022,1
ORD01570,SUP036,PharmaSupplier J1,OTC Medication,France,2024-03-02,17,25,0,2254,23.16,52202.64,1,0.0027,1
ORD01571,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-12-08,6,19,0,747,34.93,26092.71,1,0.0044,1
ORD01572,SUP031,PharmaSupplier E1,Medical Devices,Netherlands,2024-03-21,19,19,1,3814,12.29,46874.06,1,0.0103,1
ORD01573,SUP018,PharmaSupplier R,Specialty Pharma,Denmark,2024-12-27,13,14,0,3650,34.47,125815.5,1,0.0141,1
ORD01574,SUP023,PharmaSupplier W,Specialty Pharma,Germany,2024-04-07,20,20,1,391,14.82,5794.62,0,0.0502,1
ORD01575,SUP032,PharmaSupplier F1,Medical Devices,France,2024-10-27,15,19,0,1702,26.76,45545.52,1,0.003,1
ORD01576,SUP033,PharmaSupplier G1,Prescription Drugs,Netherlands,2024-09-11,12,12,1,826,45.62,37682.12,0,0.0686,1
ORD01577,SUP002,PharmaSupplier B,Specialty Pharma,Denmark,2024-01-02,16,16,1,4668,6.71,31322.28,1,0.0142,1
ORD01578,SUP033,PharmaSupplier G1,Prescription Drugs,Netherlands,2024-12-18,11,11,1,4883,25.36,123832.88,1,0.007,1
ORD01579,SUP019,PharmaSupplier S,Medical Devices,France,2024-04-02,12,12,1,2493,162.36,404763.48,1,0.0098,1
ORD01580,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-11-02,14,14,1,2520,53.44,134668.8,1,0.0022,1
ORD01581,SUP030,PharmaSupplier D1,Specialty Pharma,Belgium,2024-05-27,16,22,0,2126,43.97,93480.22,1,0.0023,1
ORD01582,SUP004,PharmaSupplier D,Specialty Pharma,Denmark,2024-06-12,6,6,1,3361,66.65,224010.65,1,0.0155,1
ORD01583,SUP029,PharmaSupplier C1,Prescription Drugs,Italy,2024-09-07,16,16,1,337,4.34,1462.58,1,0.0101,1
