product_id,category,warehouse,month,stock_level,units_sold,units_expired,total_stock_cost_eur,storage_cost_eur,waste_cost_eur,revenue_eur,reorder_triggered
PROD0352,Vaccines,Mannheim HQ,2024-06,997,320,10,193916.5,8542.3,1945.0,72319.45,0
PROD0353,Vitamins & Supplements,Munich,2024-06,2547,698,109,236055.96,4818.92,10102.12,76522.71,0
PROD0354,Medical Devices,Berlin,2024-06,661,59,12,18065.13,992.82,327.96,2087.57,0
PROD0355,Specialty Pharma,Cologne,2024-06,1164,25,24,37678.68,1287.38,776.88,1118.97,0
PROD0356,OTC Medication,Cologne,2024-06,562,212,1,5586.28,280.44,9.94,2614.47,0
PROD0357,Specialty Pharma,Berlin,2024-06,1889,716,87,61184.71,3479.54,2817.93,30730.04,0
PROD0358,OTC Medication,Cologne,2024-06,4172,956,182,97708.24,7751.58,4262.44,28734.71,0
PROD0359,Vitamins & Supplements,Cologne,2024-06,916,138,6,44682.48,3107.07,292.68,8073.46,0
PROD0360,Vaccines,Frankfurt,2024-06,439,209,19,5386.53,335.4,233.13,3382.05,0
PROD0361,Prescription Drugs,Frankfurt,2024-06,960,528,23,59289.6,1904.64,1420.48,45271.5,0
PROD0362,Medical Devices,Hamburg,2024-06,3730,104,181,777182.8,20962.6,37713.16,28333.93,0
PROD0363,Prescription Drugs,Hamburg,2024-06,3075,1320,139,89359.5,6122.33,4039.34,45336.68,0
PROD0364,Vitamins & Supplements,Frankfurt,2024-06,2137,88,35,114607.31,2688.35,1877.05,6045.07,0
PROD0365,Specialty Pharma,Hamburg,2024-06,1944,157,8,147374.64,5196.31,606.48,13999.01,0
PROD0366,Vaccines,Mannheim HQ,2024-06,843,203,30,17247.78,783.15,613.8,5276.45,0
PROD0367,Prescription Drugs,Mannheim HQ,2024-06,719,90,7,31154.27,1159.75,303.31,4512.86,0
PROD0368,Specialty Pharma,Cologne,2024-06,475,115,21,15969.5,1243.08,706.02,4674.18,0
PROD0369,Vitamins & Supplements,Mannheim HQ,2024-06,2761,1138,95,102792.03,6267.47,3536.85,55807.23,0
PROD0370,Prescription Drugs,Frankfurt,2024-06,2168,156,101,28400.8,1237.93,1323.1,2752.48,0
PROD0371,Prescription Drugs,Berlin,2024-06,3518,494,143,119963.8,5730.82,4876.3,19573.12,0
PROD0372,Vitamins & Supplements,Munich,2024-06,509,95,9,30641.8,1459.81,541.8,6805.41,0
PROD0373,Specialty Pharma,Mannheim HQ,2024-06,541,220,0,102211.13,7008.65,0.0,52436.14,0
PROD0374,OTC Medication,Mannheim HQ,2024-06,661,26,7,69206.7,1803.21,732.9,3558.92,0
PROD0375,OTC Medication,Mannheim HQ,2024-06,1252,619,33,549252.4,24241.22,14477.1,313010.18,0
PROD0376,Prescription Drugs,Frankfurt,2024-06,794,183,15,10472.86,833.7,197.85,3399.01,0
PROD0377,Vaccines,Cologne,2024-06,539,116,21,50843.87,3513.2,1980.93,14142.11,0
PROD0378,Specialty Pharma,Munich,2024-06,1020,239,6,42085.2,1885.98,247.56,11850.38,0
PROD0379,Specialty Pharma,Hamburg,2024-06,2378,1317,80,1090098.98,58158.75,36672.8,792342.55,0
PROD0380,Vaccines,Cologne,2024-06,3393,165,37,42582.15,1917.04,464.35,2795.77,0
PROD0381,OTC Medication,Hamburg,2024-06,1145,168,55,13843.05,477.46,664.95,2799.2,0
PROD0382,Vitamins & Supplements,Frankfurt,2024-06,4080,2122,18,65810.4,2945.76,290.34,45175.55,0
PROD0383,OTC Medication,Munich,2024-06,442,180,13,1144.78,40.22,33.67,653.58,0
PROD0384,Vitamins & Supplements,Mannheim HQ,2024-06,1519,250,33,26764.78,1395.96,581.46,5602.8,0
PROD0385,Vitamins & Supplements,Frankfurt,2024-06,1841,107,41,24522.12,1377.07,546.12,1972.8,0
PROD0386,Vitamins & Supplements,Berlin,2024-06,135,32,5,5355.45,204.52,198.35,1736.53,1
PROD0387,Specialty Pharma,Cologne,2024-06,1617,420,57,80688.3,6453.45,2844.3,27914.61,0
PROD0388,Vitamins & Supplements,Frankfurt,2024-06,1962,280,61,617304.06,24258.17,19192.43,117561.89,0
PROD0389,Vaccines,Berlin,2024-06,4330,1685,165,448588.0,17272.37,17094.0,246410.62,0
PROD0390,Vitamins & Supplements,Cologne,2024-06,2679,342,61,44391.03,2137.84,1010.77,7535.29,0
PROD0391,Medical Devices,Mannheim HQ,2024-06,803,274,4,9049.81,486.62,45.08,3952.07,0
PROD0392,Prescription Drugs,Frankfurt,2024-06,335,126,2,20019.6,1523.24,119.52,9928.03,1
PROD0393,Medical Devices,Munich,2024-06,766,415,2,5201.14,206.82,13.58,3552.9,0
PROD0394,Vitamins & Supplements,Cologne,2024-06,3311,595,118,987340.2,75636.48,35187.6,238650.89,0
PROD0395,Specialty Pharma,Cologne,2024-06,1610,330,68,219539.6,10853.01,9272.48,59919.9,0
PROD0396,OTC Medication,Cologne,2024-06,478,260,16,9015.08,476.09,301.76,6356.71,0
PROD0397,Vaccines,Mannheim HQ,2024-06,521,306,21,2209.04,169.33,89.04,1727.62,0
PROD0398,Vitamins & Supplements,Cologne,2024-06,589,260,10,99016.79,3355.53,1681.1,51457.97,0
PROD0399,Vaccines,Berlin,2024-06,4159,1422,136,120028.74,2836.44,3924.96,53559.86,0
PROD0400,Prescription Drugs,Frankfurt,2024-06,544,148,20,79565.44,4224.7,2925.2,26635.2,0
PROD0401,Specialty Pharma,Frankfurt,2024-06,1264,315,29,6180.96,485.38,141.81,1916.07,0
PROD0402,OTC Medication,Mannheim HQ,2024-06,2729,510,48,44018.77,2265.07,774.24,10320.34,0
PROD0403,Medical Devices,Berlin,2024-06,1374,216,42,45781.68,3099.74,1399.44,9394.41,0
PROD0404,Vitamins & Supplements,Munich,2024-06,943,305,16,33042.72,2623.43,560.64,14206.8,0
PROD0405,Specialty Pharma,Mannheim HQ,2024-06,1663,806,78,32095.9,821.52,1505.4,22045.14,0
PROD0406,Prescription Drugs,Mannheim HQ,2024-06,722,430,18,50482.24,3138.53,1258.56,36288.87,0
PROD0407,Specialty Pharma,Frankfurt,2024-06,530,297,17,4876.0,383.19,156.4,3405.51,0
PROD0408,OTC Medication,Cologne,2024-06,567,317,16,15824.97,1159.51,446.56,10634.88,0
PROD0409,Prescription Drugs,Berlin,2024-06,491,146,6,18785.66,1389.53,229.56,7426.2,0
PROD0410,OTC Medication,Mannheim HQ,2024-06,2655,710,46,162990.45,12664.35,2823.94,61726.98,0
PROD0411,Prescription Drugs,Munich,2024-06,3554,2055,95,276430.12,14884.15,7389.1,195592.06,0
PROD0412,Specialty Pharma,Berlin,2024-06,722,387,17,6201.98,267.14,146.03,4752.94,0
PROD0413,Vaccines,Berlin,2024-06,1024,570,21,5376.0,124.93,110.25,3572.75,0
PROD0414,Medical Devices,Frankfurt,2024-06,2705,167,64,415028.15,32075.89,9819.52,30422.7,0
PROD0415,Prescription Drugs,Berlin,2024-06,1692,852,70,83483.28,5595.44,3453.8,60751.18,0
PROD0416,Medical Devices,Hamburg,2024-06,207,28,3,2792.43,128.13,40.47,526.39,1
PROD0417,Prescription Drugs,Berlin,2024-06,1089,526,29,231978.78,15746.94,6177.58,160277.04,0
PROD0418,OTC Medication,Cologne,2024-06,2469,1215,105,93945.45,6295.95,3995.25,57008.41,0
PROD0419,Medical Devices,Mannheim HQ,2024-06,2462,881,25,335669.08,8555.45,3408.5,147707.32,0
PROD0420,Medical Devices,Munich,2024-06,3642,2025,152,130784.22,3299.65,5458.32,85983.19,0
PROD0421,Vitamins & Supplements,Mannheim HQ,2024-06,1838,812,40,721672.32,18313.83,15705.6,378071.78,0
PROD0422,Vitamins & Supplements,Berlin,2024-06,951,145,23,258833.67,11603.15,6259.91,54383.76,0
PROD0423,Vaccines,Munich,2024-06,283,30,13,6950.48,424.78,319.28,862.85,0
PROD0424,Medical Devices,Hamburg,2024-06,576,300,17,61205.76,1760.26,1806.42,39226.65,0
PROD0425,Vitamins & Supplements,Hamburg,2024-06,481,236,6,34555.04,2313.61,431.04,19700.51,0
PROD0426,Specialty Pharma,Hamburg,2024-06,1302,81,1,222798.24,12393.74,171.12,16403.19,0
PROD0427,OTC Medication,Mannheim HQ,2024-06,2797,1493,70,29088.8,2237.6,728.0,19180.07,0
PROD0428,Medical Devices,Berlin,2024-06,1044,256,14,78748.92,3610.15,1056.02,25788.49,0
PROD0429,Medical Devices,Cologne,2024-06,2407,566,118,283857.51,9098.46,13915.74,87826.5,0
PROD0430,Medical Devices,Cologne,2024-06,1140,175,1,4571.4,282.72,4.01,923.58,0
PROD0431,Medical Devices,Berlin,2024-06,766,410,14,6135.66,422.83,112.14,3946.02,0
PROD0432,Vaccines,Frankfurt,2024-06,591,124,17,1696.17,135.34,48.79,475.06,0
PROD0433,Specialty Pharma,Cologne,2024-06,401,43,18,9611.97,313.18,431.46,1414.28,1
PROD0434,Vitamins & Supplements,Hamburg,2024-06,1190,517,7,93224.6,2642.99,548.38,47739.65,0
PROD0435,Specialty Pharma,Cologne,2024-06,3372,472,61,677434.8,30749.27,12254.9,122120.31,0
PROD0436,Vaccines,Frankfurt,2024-06,925,197,14,33475.75,1474.45,506.66,8796.58,0
PROD0437,Vaccines,Berlin,2024-06,180,50,4,42078.6,2613.06,935.08,14967.8,1
PROD0438,Prescription Drugs,Cologne,2024-06,804,454,24,5081.28,304.72,151.68,3683.72,0
PROD0439,Vaccines,Cologne,2024-06,1179,122,54,5057.91,297.11,231.66,614.76,0
PROD0440,Prescription Drugs,Mannheim HQ,2024-06,3854,1832,38,119396.92,4243.25,1177.24,77854.13,0
PROD0441,Vaccines,Cologne,2024-06,1694,891,78,88935.0,4848.23,4095.0,64328.8,0
PROD0442,Vitamins & Supplements,Frankfurt,2024-06,136,54,6,4330.24,266.02,191.04,2117.42,1
PROD0443,Vitamins & Supplements,Berlin,2024-06,1432,523,55,3966.64,179.0,152.35,2009.18,0
PROD0444,Medical Devices,Berlin,2024-06,4450,1422,82,132432.0,6265.6,2440.32,48929.53,0
PROD0445,Medical Devices,Mannheim HQ,2024-06,625,335,24,4325.0,200.0,166.08,3248.88,0
PROD0446,Medical Devices,Cologne,2024-06,610,210,4,45121.7,1213.9,295.88,21141.94,0
PROD0447,Specialty Pharma,Cologne,2024-06,1396,735,48,71768.36,2486.28,2467.68,45363.06,0
PROD0448,Medical Devices,Hamburg,2024-06,1883,444,27,20185.76,1564.77,289.44,5922.3,0
PROD0449,Specialty Pharma,Munich,2024-06,540,160,7,9649.8,563.76,125.09,3901.32,0
PROD0450,Specialty Pharma,Munich,2024-06,242,68,9,2248.18,105.51,83.61,892.82,1
PROD0451,Specialty Pharma,Munich,2024-06,221,107,9,6789.12,249.07,276.48,4020.78,1
PROD0452,Vaccines,Berlin,2024-06,318,135,0,33132.42,1310.48,0.0,17816.41,0
PROD0453,Specialty Pharma,Frankfurt,2024-06,1590,388,48,16138.5,1257.69,487.2,4553.14,0
PROD0454,Vaccines,Frankfurt,2024-06,2028,932,54,122957.64,3301.58,3274.02,66499.79,0
PROD0455,Vaccines,Cologne,2024-06,443,109,7,7765.79,484.2,122.71,2351.65,0
PROD0456,Specialty Pharma,Berlin,2024-06,1920,552,61,24556.8,664.32,780.19,8453.95,0
PROD0457,Medical Devices,Munich,2024-06,625,319,12,18200.0,921.88,349.44,13040.02,0
PROD0458,Vaccines,Hamburg,2024-06,983,393,3,9397.48,292.93,28.68,5178.06,0
PROD0459,Vaccines,Hamburg,2024-06,473,101,2,8059.92,300.83,34.08,2296.96,0
PROD0460,Vaccines,Berlin,2024-06,1191,71,16,9373.17,722.94,125.92,655.87,0
PROD0461,Vitamins & Supplements,Frankfurt,2024-06,2290,947,19,801293.9,47423.61,6648.29,410211.64,0
PROD0462,Vitamins & Supplements,Hamburg,2024-06,615,162,27,21248.25,1047.96,932.85,7974.69,0
PROD0463,OTC Medication,Mannheim HQ,2024-06,567,229,9,8108.1,295.97,128.7,3929.6,0
PROD0464,Vitamins & Supplements,Cologne,2024-06,712,138,5,30480.72,2022.79,214.05,7894.47,0
PROD0465,Prescription Drugs,Mannheim HQ,2024-06,2580,1360,45,74665.2,2693.52,1302.3,48665.59,0
PROD0466,Vaccines,Cologne,2024-06,1096,453,10,27838.4,1294.38,254.0,14047.62,0
PROD0467,Specialty Pharma,Munich,2024-06,940,98,4,65048.0,2462.8,276.8,9371.16,0
PROD0468,Medical Devices,Hamburg,2024-06,1325,203,15,108901.75,7832.07,1232.85,23086.74,0
PROD0469,OTC Medication,Frankfurt,2024-06,2452,775,92,42959.04,2635.9,1611.84,16343.53,0
PROD0470,OTC Medication,Munich,2024-06,777,115,15,12890.43,864.8,248.85,2644.42,0
PROD0471,Vaccines,Frankfurt,2024-06,1401,195,34,33357.81,1230.08,809.54,6054.29,0
PROD0472,Specialty Pharma,Berlin,2024-06,240,84,8,501.6,27.36,16.72,249.02,1
PROD0473,OTC Medication,Mannheim HQ,2024-06,1010,158,10,5433.8,432.28,53.8,989.87,0
PROD0474,OTC Medication,Cologne,2024-06,857,453,8,146341.32,5754.76,1366.08,94571.62,0
PROD0475,Vitamins & Supplements,Frankfurt,2024-06,2615,772,71,623416.0,36123.61,16926.4,237182.5,0
PROD0476,Prescription Drugs,Mannheim HQ,2024-06,2065,378,90,50716.4,2240.53,2210.4,10982.25,0
PROD0477,Vitamins & Supplements,Berlin,2024-06,1228,185,40,81232.2,4461.32,2646.0,16298.27,0
PROD0478,Specialty Pharma,Cologne,2024-06,574,54,12,27615.14,1145.7,577.32,3093.55,0
PROD0479,Vitamins & Supplements,Hamburg,2024-06,1269,491,62,1690676.01,117486.56,82601.98,885239.42,0
PROD0480,Medical Devices,Frankfurt,2024-06,3478,1674,134,441392.98,24133.84,17005.94,274054.11,0
PROD0481,Medical Devices,Mannheim HQ,2024-06,1354,552,45,38453.6,874.68,1278.0,21726.72,0
PROD0482,OTC Medication,Hamburg,2024-06,1258,434,48,13234.16,265.44,504.96,5594.92,0
PROD0483,Specialty Pharma,Munich,2024-06,1717,190,64,8275.94,599.23,308.48,1288.88,0
PROD0484,Medical Devices,Berlin,2024-06,555,38,6,23459.85,1404.71,253.62,1882.58,0
PROD0485,Specialty Pharma,Cologne,2024-06,886,325,7,11836.96,733.61,93.52,5780.59,0
PROD0486,Specialty Pharma,Mannheim HQ,2024-06,1747,803,48,10499.47,344.16,288.48,5983.58,0
PROD0487,Vaccines,Hamburg,2024-06,282,100,7,4297.68,88.27,106.68,1843.45,1
PROD0488,Vitamins & Supplements,Munich,2024-06,155,47,6,1401.2,68.2,54.24,587.41,1
PROD0489,Specialty Pharma,Mannheim HQ,2024-06,3133,321,115,785693.74,30484.09,28839.7,113470.05,0
PROD0490,OTC Medication,Cologne,2024-06,557,91,20,53132.23,1517.83,1907.8,12049.63,0
PROD0491,Vaccines,Munich,2024-06,996,270,9,32668.8,1515.91,295.2,10227.91,0
PROD0492,Vitamins & Supplements,Cologne,2024-06,512,244,8,100131.84,4660.74,1564.56,61845.49,0
PROD0493,OTC Medication,Frankfurt,2024-06,2044,972,47,74278.96,4737.99,1707.98,49971.24,0
PROD0494,OTC Medication,Berlin,2024-06,2063,287,53,24302.14,1425.53,624.34,4861.29,0
PROD0495,Specialty Pharma,Cologne,2024-06,2167,318,81,446336.99,32381.48,16683.57,93454.78,0
PROD0496,OTC Medication,Hamburg,2024-06,1435,403,6,90720.7,3423.91,379.32,31978.71,0
PROD0497,Vitamins & Supplements,Mannheim HQ,2024-06,3209,1836,110,30613.86,1055.76,1049.4,20553.27,0
PROD0498,Prescription Drugs,Berlin,2024-06,1336,383,65,35203.6,983.3,1712.75,13275.91,0
PROD0499,Vaccines,Munich,2024-06,111,50,0,1285.38,84.58,0.0,727.08,0
PROD0500,Prescription Drugs,Munich,2024-06,1019,337,32,6419.7,143.68,201.6,2547.26,0
PROD0001,Specialty Pharma,Mannheim HQ,2024-07,289,57,11,17368.9,1120.16,661.1,4670.36,0
PROD0002,Specialty Pharma,Cologne,2024-07,1151,81,1,32285.55,2081.01,28.05,2960.14,0
PROD0003,Prescription Drugs,Mannheim HQ,2024-07,712,210,1,51292.48,1698.83,72.04,19432.54,0
PROD0004,Vaccines,Cologne,2024-07,1500,837,58,308925.0,18225.0,11945.1,216178.11,0
PROD0005,Vitamins & Supplements,Berlin,2024-07,887,311,23,22175.0,1520.32,575.0,9060.01,0
PROD0006,Specialty Pharma,Berlin,2024-07,2337,1219,15,58425.0,2143.03,375.0,43123.95,0
PROD0007,Prescription Drugs,Hamburg,2024-07,2175,907,97,479174.25,12364.88,21370.07,260605.07,0
PROD0008,Prescription Drugs,Hamburg,2024-07,2774,1616,129,230713.58,12036.39,10728.93,157276.28,0
PROD0009,Specialty Pharma,Berlin,2024-07,664,213,21,12516.4,683.92,395.85,5413.03,0
PROD0010,Medical Devices,Munich,2024-07,3699,1114,36,234886.5,16908.13,2286.0,84367.81,0
PROD0011,Specialty Pharma,Munich,2024-07,1000,115,39,18990.0,802.0,740.61,2762.93,0
PROD0012,Specialty Pharma,Cologne,2024-07,1776,471,5,33637.44,816.96,94.7,10376.64,0
PROD0013,OTC Medication,Hamburg,2024-07,130,28,1,5755.1,208.39,44.27,1581.07,1
PROD0014,Prescription Drugs,Mannheim HQ,2024-07,291,126,12,969.03,66.35,39.96,586.48,0
PROD0015,OTC Medication,Cologne,2024-07,1368,457,32,5718.24,221.62,133.76,2764.39,0
PROD0016,OTC Medication,Munich,2024-07,1024,20,4,17274.88,601.09,67.48,404.55,0
PROD0017,Specialty Pharma,Hamburg,2024-07,270,87,11,2651.4,196.02,108.02,1106.2,0
PROD0018,OTC Medication,Hamburg,2024-07,380,76,14,18346.4,467.02,675.92,5227.04,1
PROD0019,OTC Medication,Munich,2024-07,346,192,15,3854.44,260.19,167.1,2533.01,1
PROD0020,Vitamins & Supplements,Frankfurt,2024-07,431,137,10,2620.48,209.03,60.8,1112.03,0
PROD0021,Specialty Pharma,Mannheim HQ,2024-07,1741,980,33,334707.25,20383.63,6344.25,249281.11,0
PROD0022,Specialty Pharma,Mannheim HQ,2024-07,421,247,10,10634.46,399.95,252.6,8357.17,0
PROD0023,Specialty Pharma,Berlin,2024-07,822,289,9,29518.02,2311.46,323.19,14013.67,0
PROD0024,Specialty Pharma,Cologne,2024-07,3485,1162,152,20875.15,1052.47,910.48,9629.61,0
PROD0025,OTC Medication,Frankfurt,2024-07,2116,483,104,36458.68,2738.1,1791.92,9625.89,0
PROD0026,Prescription Drugs,Berlin,2024-07,580,159,10,21941.4,1595.58,378.3,8613.33,0
PROD0027,OTC Medication,Mannheim HQ,2024-07,540,275,23,4492.8,112.86,191.36,3311.64,0
PROD0028,Vaccines,Munich,2024-07,277,96,12,14398.46,857.87,623.76,7030.71,0
PROD0029,Vaccines,Hamburg,2024-07,436,230,4,7023.96,546.74,64.44,4878.04,0
PROD0030,Specialty Pharma,Hamburg,2024-07,1930,529,59,45046.2,3589.8,1377.06,17551.71,0
PROD0031,Vitamins & Supplements,Munich,2024-07,433,198,17,6966.97,233.39,273.53,4147.15,0
PROD0032,Vaccines,Mannheim HQ,2024-07,505,224,13,154398.7,3745.59,3974.62,90399.28,0
PROD0033,Prescription Drugs,Mannheim HQ,2024-07,2646,186,62,86206.68,4384.42,2019.96,7264.18,0
PROD0034,OTC Medication,Munich,2024-07,4113,291,198,38292.03,2426.67,1843.38,3370.76,0
PROD0035,OTC Medication,Hamburg,2024-07,3835,253,111,340778.1,10707.32,9863.46,28591.57,0
PROD0036,Medical Devices,Hamburg,2024-07,1082,177,26,8277.3,397.09,198.9,1749.37,0
PROD0037,Prescription Drugs,Cologne,2024-07,150,62,5,6382.5,257.55,212.75,3127.38,1
PROD0038,OTC Medication,Hamburg,2024-07,2026,1016,62,6381.9,182.34,195.3,4571.29,0
PROD0039,OTC Medication,Hamburg,2024-07,455,170,6,3062.15,209.75,40.38,1454.83,0
PROD0040,Specialty Pharma,Mannheim HQ,2024-07,3546,983,73,148719.24,11620.24,3061.62,50419.44,0
PROD0041,Vitamins & Supplements,Munich,2024-07,3362,357,86,270069.46,19412.19,6908.38,34349.06,0
PROD0042,Prescription Drugs,Berlin,2024-07,1437,627,48,58457.16,4418.78,1952.64,35860.91,0
PROD0043,Specialty Pharma,Frankfurt,2024-07,270,41,1,7781.4,464.67,28.82,1641.1,0
PROD0044,Medical Devices,Mannheim HQ,2024-07,74,24,3,1707.18,93.46,69.21,718.56,1
PROD0045,Prescription Drugs,Frankfurt,2024-07,159,39,0,893.58,43.41,0.0,252.19,0
PROD0046,Vaccines,Munich,2024-07,924,53,8,12899.04,311.39,111.68,915.55,0
PROD0047,Vitamins & Supplements,Frankfurt,2024-07,786,367,22,14973.3,521.12,419.1,9437.05,0
PROD0048,Vitamins & Supplements,Frankfurt,2024-07,449,30,5,52869.75,2850.25,588.75,5008.6,0
PROD0049,Specialty Pharma,Berlin,2024-07,1410,122,4,70528.2,2420.97,200.08,8841.79,0
PROD0050,Vitamins & Supplements,Mannheim HQ,2024-07,337,30,0,1344.63,27.63,0.0,167.15,1
PROD0051,Prescription Drugs,Munich,2024-07,310,63,12,15146.6,762.6,586.32,4301.01,0
PROD0052,OTC Medication,Berlin,2024-07,2213,240,34,46163.18,1360.99,709.24,6648.55,0
PROD0053,Vaccines,Frankfurt,2024-07,1178,93,53,17316.6,354.58,779.1,1823.47,0
PROD0054,OTC Medication,Mannheim HQ,2024-07,631,53,29,43532.69,3194.75,2000.71,4869.87,0
PROD0055,Medical Devices,Munich,2024-07,1264,181,12,144235.04,9095.74,1369.32,26827.87,0
PROD0056,Vaccines,Berlin,2024-07,964,310,2,97595.36,7253.14,202.48,39795.99,0
PROD0057,Medical Devices,Mannheim HQ,2024-07,1575,700,20,19057.5,762.3,242.0,11506.26,0
PROD0058,OTC Medication,Hamburg,2024-07,399,111,16,9117.15,483.99,365.6,3149.94,0
PROD0059,Prescription Drugs,Cologne,2024-07,2710,1465,102,133548.8,9913.18,5026.56,92077.1,0
PROD0060,Vaccines,Munich,2024-07,1066,336,42,113816.82,5211.67,4484.34,44771.04,0
PROD0061,Prescription Drugs,Munich,2024-07,1100,492,9,20493.0,1248.5,167.67,12474.6,0
PROD0062,Vaccines,Munich,2024-07,321,40,1,8506.5,642.64,26.5,1405.88,1
PROD0063,OTC Medication,Mannheim HQ,2024-07,707,95,6,6207.46,190.89,52.68,1209.0,0
PROD0064,Specialty Pharma,Munich,2024-07,251,58,11,1977.88,71.28,86.68,535.67,0
PROD0065,Vitamins & Supplements,Munich,2024-07,1476,724,40,129592.8,8941.61,3512.0,84149.06,0
PROD0066,OTC Medication,Mannheim HQ,2024-07,2081,911,52,350835.79,20909.89,8766.68,182273.04,0
PROD0067,Prescription Drugs,Berlin,2024-07,4720,2427,77,143346.4,8387.44,2338.49,105493.15,0
PROD0068,Medical Devices,Mannheim HQ,2024-07,929,504,41,102570.89,7449.65,4526.81,64558.5,0
PROD0069,Prescription Drugs,Frankfurt,2024-07,1418,420,24,72473.98,3339.39,1226.64,26908.43,0
PROD0070,Prescription Drugs,Frankfurt,2024-07,406,28,8,6199.62,194.88,122.16,541.66,1
PROD0071,Prescription Drugs,Frankfurt,2024-07,3446,2058,118,176056.14,10779.09,6028.62,141680.37,0
PROD0072,Prescription Drugs,Berlin,2024-07,1837,682,57,385200.53,22106.46,11952.33,170161.76,0
PROD0073,Vaccines,Cologne,2024-07,1542,783,54,48912.24,2177.3,1712.88,33468.07,0
PROD0074,Vaccines,Munich,2024-07,1737,600,23,376060.5,17006.97,4979.5,149674.89,0
PROD0075,Vaccines,Berlin,2024-07,774,148,26,1106.82,48.76,37.18,249.3,0
PROD0076,OTC Medication,Frankfurt,2024-07,3730,1390,37,331186.7,18679.84,3285.23,143486.83,0
PROD0077,Vitamins & Supplements,Munich,2024-07,336,81,16,12351.36,625.97,588.16,3963.66,1
PROD0078,Medical Devices,Cologne,2024-07,1186,227,46,27432.18,1590.43,1063.98,6322.42,0
PROD0079,Specialty Pharma,Munich,2024-07,70,20,2,2587.9,177.03,73.94,1008.11,0
PROD0080,OTC Medication,Frankfurt,2024-07,3418,1279,95,10424.9,738.29,289.75,4880.69,0
PROD0081,Specialty Pharma,Munich,2024-07,579,267,24,14729.76,929.29,610.56,9491.11,0
PROD0082,OTC Medication,Cologne,2024-07,2276,433,27,115689.08,7087.46,1372.41,26286.73,0
PROD0083,OTC Medication,Cologne,2024-07,2235,580,67,436026.15,22271.78,13071.03,143387.27,0
PROD0084,Prescription Drugs,Munich,2024-07,2333,1229,78,41480.74,2825.26,1386.84,31203.53,0
PROD0085,Vitamins & Supplements,Cologne,2024-07,1848,910,5,23192.4,1705.7,62.75,14692.31,0
PROD0086,Vitamins & Supplements,Cologne,2024-07,2511,1140,37,45549.54,3264.3,671.18,27124.14,0
PROD0087,Specialty Pharma,Frankfurt,2024-07,3190,954,11,316862.7,15551.25,1092.63,117062.37,0
PROD0088,Prescription Drugs,Berlin,2024-07,252,124,9,12380.76,421.85,442.17,8151.94,0
PROD0089,Prescription Drugs,Munich,2024-07,462,262,13,8103.48,274.43,228.02,6565.63,0
PROD0090,Prescription Drugs,Hamburg,2024-07,754,312,14,46227.74,1842.02,858.34,27295.28,0
PROD0091,OTC Medication,Hamburg,2024-07,630,322,14,23442.3,1741.32,520.94,15393.76,0
PROD0092,Vaccines,Hamburg,2024-07,1330,687,4,140833.7,2866.15,423.56,101482.79,0
PROD0093,Vitamins & Supplements,Cologne,2024-07,2162,828,33,30830.12,1976.07,470.58,13593.55,0
PROD0094,OTC Medication,Hamburg,2024-07,1049,61,14,23445.15,1151.8,312.9,1957.23,0
PROD0095,Specialty Pharma,Hamburg,2024-07,621,142,25,12848.49,965.65,517.25,3380.66,0
PROD0096,Vitamins & Supplements,Frankfurt,2024-07,384,39,8,2196.48,131.33,45.76,292.36,0
PROD0097,OTC Medication,Munich,2024-07,1815,53,64,85740.6,1972.9,3023.36,3531.66,0
PROD0098,Vitamins & Supplements,Berlin,2024-07,3097,1647,78,140294.1,9213.58,3533.4,103010.57,0
PROD0099,Medical Devices,Hamburg,2024-07,2754,124,127,91763.28,1941.57,4231.64,5977.14,0
PROD0100,OTC Medication,Mannheim HQ,2024-07,436,156,21,10895.64,728.56,524.79,5129.21,0
PROD0101,OTC Medication,Mannheim HQ,2024-07,1006,260,24,6096.36,349.08,145.44,2077.0,0
PROD0102,Specialty Pharma,Frankfurt,2024-07,1549,201,69,30964.51,2380.81,1379.31,5411.55,0
PROD0103,Medical Devices,Frankfurt,2024-07,253,129,1,5553.35,313.47,21.95,3535.57,1
PROD0104,Medical Devices,Frankfurt,2024-07,1177,511,1,14889.05,320.14,12.65,7626.65,0
PROD0105,Vitamins & Supplements,Munich,2024-07,1108,193,42,30237.32,742.36,1146.18,6518.9,0
PROD0106,Specialty Pharma,Mannheim HQ,2024-07,488,232,5,26244.64,1778.76,268.9,17739.57,0
PROD0107,Medical Devices,Hamburg,2024-07,989,187,23,314937.16,18798.91,7324.12,70224.17,0
PROD0108,Prescription Drugs,Hamburg,2024-07,4003,1202,79,163442.49,4303.22,3225.57,71131.47,0
PROD0109,Specialty Pharma,Hamburg,2024-07,2438,1328,8,109978.18,3362.0,360.88,70261.91,0
PROD0110,Vaccines,Hamburg,2024-07,730,82,0,22111.7,1058.5,0.0,3566.9,0
PROD0111,OTC Medication,Berlin,2024-07,487,158,5,1611.97,117.37,16.55,619.21,0
PROD0112,Vaccines,Cologne,2024-07,1999,711,15,64127.92,2740.63,481.2,29654.71,0
PROD0113,OTC Medication,Munich,2024-07,2301,972,65,81915.6,3382.47,2314.0,41061.17,0
PROD0114,Vaccines,Berlin,2024-07,642,62,22,408594.48,21797.18,14001.68,54718.18,0
